Farmer Code,Date,Shift,Cow/Buff,Qty,Rate,Amount,Fat,KiloFat,CanNo,EntryDt,c_KiloFat,c_KiloQty,,
55,21-01-2018 00:00,M,B,1.94,46.2,89.63,7.7,14.94,1,21-01-2018 09:44,0.14938,1.94,,
70,21-01-2018 00:00,M,C,9.86,28.65,282.49,4.1,40.43,4,21-01-2018 09:46,0.40426,9.86,,
20,21-01-2018 00:00,M,C,5.96,28.35,168.97,4,23.84,4,21-01-2018 09:47,0.2384,5.96,,
38,21-01-2018 00:00,M,C,5.38,25.72,138.37,3.1,16.68,4,21-01-2018 09:48,0.16678,5.38,,
38,21-01-2018 00:00,M,C,6.2,26.89,166.72,3.5,21.7,4,21-01-2018 09:49,0.217,6.2,,
125,21-01-2018 00:00,M,C,13.08,27.77,363.23,3.8,49.7,4,21-01-2018 09:50,0.49704,13.08,,
146,21-01-2018 00:00,M,C,10.1,28.94,292.29,4.2,42.42,5,21-01-2018 09:51,0.4242,10.1,,
121,21-01-2018 00:00,M,C,18.9,30.4,574.56,4.7,88.83,5,21-01-2018 09:52,0.8883,18.9,,
53,21-01-2018 00:00,M,C,17.28,30.69,530.32,4.8,82.94,6,21-01-2018 09:54,0.82944,17.28,,
57,21-01-2018 00:00,M,C,3.78,28.06,106.07,3.9,14.74,6,21-01-2018 09:54,0.14742,3.78,,
90,21-01-2018 00:00,M,C,4.86,29.52,143.47,4.4,21.38,6,21-01-2018 09:55,0.21384,4.86,,
147,21-01-2018 00:00,M,B,0.38,51.6,19.61,8.6,3.27,1,21-01-2018 09:56,0.03268,0.38,,
9,21-01-2018 00:00,M,C,3.14,30.98,97.28,4.9,15.39,6,21-01-2018 09:57,0.15386,3.14,,
9,21-01-2018 00:00,M,C,3.18,32.74,104.11,5.5,17.49,6,21-01-2018 09:57,0.1749,3.18,,
78,21-01-2018 00:00,M,C,5.16,31.28,161.4,5,25.8,6,21-01-2018 09:58,0.258,5.16,,
154,21-01-2018 00:00,M,B,1.04,38.4,39.94,6.4,6.66,1,21-01-2018 09:59,0.06656,1.04,,
19,21-01-2018 00:00,M,C,4.64,30.4,141.06,4.7,21.81,6,21-01-2018 10:00,0.21808,4.64,,
2,21-01-2018 00:00,M,C,14.52,27.48,399.01,3.7,53.72,7,21-01-2018 10:01,0.53724,14.52,,
157,21-01-2018 00:00,M,C,4.04,29.23,118.09,4.3,17.37,7,21-01-2018 10:02,0.17372,4.04,,
4,21-01-2018 00:00,M,C,3.02,28.65,86.52,4.1,12.38,7,21-01-2018 10:03,0.12382,3.02,,
4,21-01-2018 00:00,M,B,4.22,49.8,210.16,8.3,35.03,1,21-01-2018 10:04,0.35026,4.22,,
10,21-01-2018 00:00,M,C,4.38,31.28,137.01,5,21.9,7,21-01-2018 10:05,0.219,4.38,,
114,21-01-2018 00:00,M,B,15.66,49.2,770.47,8.2,128.41,1,21-01-2018 10:07,1.28412,15.66,,
114,21-01-2018 00:00,M,C,21.22,28.65,607.95,4.1,87,7,21-01-2018 10:08,0.87002,21.22,,
143,21-01-2018 00:00,M,C,1.74,31.28,54.43,5,8.7,7,21-01-2018 10:09,0.087,1.74,,
50,21-01-2018 00:00,M,C,3,27.48,82.44,3.7,11.1,8,21-01-2018 10:10,0.111,3,,
16,21-01-2018 00:00,M,B,7.5,36,270,6,45,1,21-01-2018 10:12,0.45,7.5,,
25,21-01-2018 00:00,M,C,34.42,31.86,1096.62,5.2,178.98,8,21-01-2018 10:13,1.78984,34.42,,
70,21-01-2018 00:00,M,C,4.06,29.52,119.85,4.4,17.86,8,21-01-2018 10:13,0.17864,4.06,,
159,21-01-2018 00:00,M,C,19.34,31.86,616.17,5.2,100.57,9,21-01-2018 10:15,1.00568,19.34,,
123,21-01-2018 00:00,M,C,5.04,28.65,144.4,4.1,20.66,9,21-01-2018 10:16,0.20664,5.04,,
5,21-01-2018 00:00,M,B,15.54,40.2,624.71,6.7,104.12,2,21-01-2018 10:17,1.04118,15.54,,
5,21-01-2018 00:00,M,C,7.22,29.81,215.23,4.5,32.49,9,21-01-2018 10:18,0.3249,7.22,,
144,21-01-2018 00:00,M,B,5.86,36,210.96,6,35.16,2,21-01-2018 10:19,0.3516,5.86,,
41,21-01-2018 00:00,M,C,1,30.11,30.11,4.6,4.6,9,21-01-2018 10:20,0.046,1,,
76,21-01-2018 00:00,M,C,4.94,29.81,147.26,4.5,22.23,9,21-01-2018 10:21,0.2223,4.94,,
1000,21-01-2018 00:00,M,B,57.56,43.2,2486.59,7.2,414.43,3,21-01-2018 10:21,4.14432,57.56,,
1000,21-01-2018 00:00,M,C,360.26,30.11,10847.43,4.6,1657.2,18,21-01-2018 10:21,16.57196,360.26,,
123,21-01-2018 00:00,E,C,7.38,31.28,230.85,5,36.9,1,21-01-2018 19:44,0.369,7.38,,
38,21-01-2018 00:00,E,C,2.54,30.11,76.48,4.6,11.68,1,21-01-2018 19:45,0.11684,2.54,,
38,21-01-2018 00:00,E,C,4.08,30.4,124.03,4.7,19.18,1,21-01-2018 19:46,0.19176,4.08,,
123,21-01-2018 00:00,E,C,1.3,30.69,39.9,4.8,6.24,1,21-01-2018 19:47,0.0624,1.3,,
114,21-01-2018 00:00,E,B,14.96,48.6,727.06,8.1,121.18,1,21-01-2018 19:51,1.21176,14.96,,
114,21-01-2018 00:00,E,C,14.92,31.28,466.7,5,74.6,1,21-01-2018 19:52,0.746,14.92,,
97,21-01-2018 00:00,E,C,3.6,31.28,112.61,5,18,1,21-01-2018 19:53,0.18,3.6,,
152,21-01-2018 00:00,E,B,3.56,39.6,140.98,6.6,23.5,1,21-01-2018 19:54,0.23496,3.56,,
20,21-01-2018 00:00,E,C,5.34,30.4,162.34,4.7,25.1,2,21-01-2018 20:02,0.25098,5.34,,
159,21-01-2018 00:00,E,C,5.86,30.98,181.54,4.9,28.71,2,21-01-2018 20:03,0.28714,5.86,,
67,21-01-2018 00:00,E,C,2.14,28.94,61.93,4.2,8.99,2,21-01-2018 20:04,0.08988,2.14,,
113,21-01-2018 00:00,E,C,0.86,32.45,27.91,5.4,4.64,2,21-01-2018 20:05,0.04644,0.86,,
28,21-01-2018 00:00,E,C,8.8,31.28,275.26,5,44,2,21-01-2018 20:11,0.44,8.8,,
70,21-01-2018 00:00,E,C,1.74,30.11,52.39,4.6,8,2,21-01-2018 20:12,0.08004,1.74,,
76,21-01-2018 00:00,E,B,3.72,36,133.92,6,22.32,1,21-01-2018 20:14,0.2232,3.72,,
118,21-01-2018 00:00,E,B,3.7,36,133.2,6,22.2,1,21-01-2018 20:16,0.222,3.7,,
1,21-01-2018 00:00,E,C,4.7,33.32,156.6,5.7,26.79,2,21-01-2018 20:19,0.2679,4.7,,
45,21-01-2018 00:00,E,C,3.72,29.81,110.89,4.5,16.74,2,21-01-2018 20:21,0.1674,3.72,,
3,21-01-2018 00:00,E,C,2.54,33.91,86.13,5.9,14.99,2,21-01-2018 20:34,0.14986,2.54,,
25,21-01-2018 00:00,E,B,9.06,45.6,413.14,7.6,68.86,1,21-01-2018 20:35,0.68856,9.06,,
50,21-01-2018 00:00,E,B,1.1,37.2,40.92,6.2,6.82,2,21-01-2018 20:36,0.0682,1.1,,
70,21-01-2018 00:00,E,C,7.5,32.45,243.38,5.4,40.5,2,21-01-2018 20:37,0.405,7.5,,
7,21-01-2018 00:00,E,C,2.06,30.69,63.22,4.8,9.89,3,21-01-2018 20:40,0.09888,2.06,,
42,21-01-2018 00:00,E,C,2.46,33.61,82.68,5.8,14.27,3,21-01-2018 20:51,0.14268,2.46,,
10,21-01-2018 00:00,E,C,2.58,31.57,81.45,5.1,13.16,3,21-01-2018 20:53,0.13158,2.58,,
101,21-01-2018 00:00,E,B,2.04,42,85.68,7,14.28,2,21-01-2018 20:55,0.1428,2.04,,
4,21-01-2018 00:00,E,B,3.52,51,179.52,8.5,29.92,2,21-01-2018 20:56,0.2992,3.52,,
4,21-01-2018 00:00,E,C,2.9,31.57,91.55,5.1,14.79,3,21-01-2018 20:57,0.1479,2.9,,
90,21-01-2018 00:00,E,C,5.9,33.61,198.3,5.8,34.22,3,21-01-2018 20:58,0.3422,5.9,,
41,21-01-2018 00:00,E,B,1.5,40.8,61.2,6.8,10.2,2,21-01-2018 20:59,0.102,1.5,,
5,21-01-2018 00:00,E,B,12.02,49.8,598.6,8.3,99.77,2,21-01-2018 21:01,0.99766,12.02,,
5,21-01-2018 00:00,E,C,7.36,33.61,247.37,5.8,42.69,3,21-01-2018 21:02,0.42688,7.36,,
23,21-01-2018 00:00,E,C,9.52,32.15,306.07,5.3,50.46,3,21-01-2018 21:04,0.50456,9.52,,
9,21-01-2018 00:00,E,C,4.84,32.45,157.06,5.4,26.14,3,21-01-2018 21:05,0.26136,4.84,,
78,21-01-2018 00:00,E,C,3.58,31.86,114.06,5.2,18.62,4,21-01-2018 21:06,0.18616,3.58,,
144,21-01-2018 00:00,E,C,6.66,31.86,212.19,5.2,34.63,4,21-01-2018 21:07,0.34632,6.66,,
146,21-01-2018 00:00,E,C,8.34,31.86,265.71,5.2,43.37,4,21-01-2018 21:08,0.43368,8.34,,
125,21-01-2018 00:00,E,C,10.56,29.81,314.79,4.5,47.52,4,21-01-2018 21:09,0.4752,10.56,,
2,21-01-2018 00:00,E,C,12.44,29.23,363.62,4.3,53.49,4,21-01-2018 21:10,0.53492,12.44,,
157,21-01-2018 00:00,E,C,3,31.86,95.58,5.2,15.6,5,21-01-2018 21:11,0.156,3,,
36,21-01-2018 00:00,E,C,1.66,32.74,54.35,5.5,9.13,5,21-01-2018 21:12,0.0913,1.66,,
19,21-01-2018 00:00,E,C,4.4,32.15,141.46,5.3,23.32,5,21-01-2018 21:14,0.2332,4.4,,
12,21-01-2018 00:00,E,B,1.66,43.2,71.71,7.2,11.95,2,21-01-2018 21:26,0.11952,1.66,,
80,21-01-2018 00:00,E,C,1.88,33.61,63.19,5.8,10.9,5,21-01-2018 21:27,0.10904,1.88,,
1000,21-01-2018 00:00,E,C,169.16,31.57,5340.38,5.1,862.72,9,21-01-2018 21:29,8.62716,169.16,,
1000,21-01-2018 00:00,E,B,57.84,45.6,2637.5,7.6,439.58,3,21-01-2018 21:29,4.39584,57.84,,
113,22-01-2018 00:00,M,C,1.36,27.77,37.77,3.8,5.17,1,22-01-2018 08:37,0.05168,1.36,,
118,22-01-2018 00:00,M,C,3.72,30.69,114.17,4.8,17.86,1,22-01-2018 08:39,0.17856,3.72,,
101,22-01-2018 00:00,M,B,1.82,37.2,67.7,6.2,11.28,1,22-01-2018 08:43,0.11284,1.82,,
1,22-01-2018 00:00,M,C,4.78,33.61,160.66,5.8,27.72,1,22-01-2018 08:57,0.27724,4.78,,
27,22-01-2018 00:00,M,C,9.58,29.81,285.58,4.5,43.11,1,22-01-2018 09:06,0.4311,9.58,,
20,22-01-2018 00:00,M,C,6.32,30.11,190.3,4.6,29.07,1,22-01-2018 09:17,0.29072,6.32,,
61,22-01-2018 00:00,M,B,2.68,47.4,127.03,7.9,21.17,1,22-01-2018 09:18,0.21172,2.68,,
158,22-01-2018 00:00,M,B,6.66,36,239.76,6,39.96,1,22-01-2018 09:20,0.3996,6.66,,
97,22-01-2018 00:00,M,C,8.84,31.86,281.64,5.2,45.97,1,22-01-2018 09:21,0.45968,8.84,,
45,22-01-2018 00:00,M,C,3.56,29.81,106.12,4.5,16.02,1,22-01-2018 09:22,0.1602,3.56,,
9,22-01-2018 00:00,M,B,2.64,42,110.88,7,18.48,1,22-01-2018 09:25,0.1848,2.64,,
9,22-01-2018 00:00,M,C,2.76,27.48,75.84,3.7,10.21,2,22-01-2018 09:26,0.10212,2.76,,
154,22-01-2018 00:00,M,B,1.02,42,42.84,7,7.14,1,22-01-2018 09:27,0.0714,1.02,,
7,22-01-2018 00:00,M,C,5.82,32.15,187.11,5.3,30.85,2,22-01-2018 09:28,0.30846,5.82,,
3,22-01-2018 00:00,M,C,2.06,32.74,67.44,5.5,11.33,2,22-01-2018 09:29,0.1133,2.06,,
28,22-01-2018 00:00,M,C,10.32,28.94,298.66,4.2,43.34,2,22-01-2018 09:33,0.43344,10.32,,
28,22-01-2018 00:00,M,C,6.02,30.69,184.75,4.8,28.9,2,22-01-2018 09:34,0.28896,6.02,,
23,22-01-2018 00:00,M,C,9.74,30.98,301.75,4.9,47.73,2,22-01-2018 09:35,0.47726,9.74,,
126,22-01-2018 00:00,M,C,2.14,31.28,66.94,5,10.7,2,22-01-2018 09:36,0.107,2.14,,
121,22-01-2018 00:00,M,C,18.52,31.57,584.68,5.1,94.45,3,22-01-2018 09:37,0.94452,18.52,,
152,22-01-2018 00:00,M,C,12.36,30.69,379.33,4.8,59.33,3,22-01-2018 09:38,0.59328,12.36,,
148,22-01-2018 00:00,M,C,4.1,32.15,131.82,5.3,21.73,3,22-01-2018 09:39,0.2173,4.1,,
57,22-01-2018 00:00,M,C,3.56,28.35,100.93,4,14.24,3,22-01-2018 09:40,0.1424,3.56,,
42,22-01-2018 00:00,M,C,2.74,31.86,87.3,5.2,14.25,3,22-01-2018 09:41,0.14248,2.74,,
55,22-01-2018 00:00,M,B,1.8,44.4,79.92,7.4,13.32,1,22-01-2018 09:42,0.1332,1.8,,
70,22-01-2018 00:00,M,C,9.68,30.4,294.27,4.7,45.5,4,22-01-2018 09:43,0.45496,9.68,,
39,22-01-2018 00:00,M,C,20.42,32.15,656.5,5.3,108.23,4,22-01-2018 09:44,1.08226,20.42,,
25,22-01-2018 00:00,M,B,10.2,41.4,422.28,6.9,70.38,1,22-01-2018 09:45,0.7038,10.2,,
125,22-01-2018 00:00,M,C,13.38,29.81,398.86,4.5,60.21,5,22-01-2018 09:47,0.6021,13.38,,
146,22-01-2018 00:00,M,C,9.6,30.4,291.84,4.7,45.12,5,22-01-2018 09:48,0.4512,9.6,,
4,22-01-2018 00:00,M,B,4.18,49.2,205.66,8.2,34.28,1,22-01-2018 09:49,0.34276,4.18,,
4,22-01-2018 00:00,M,C,2.78,30.69,85.32,4.8,13.34,5,22-01-2018 09:49,0.13344,2.78,,
2,22-01-2018 00:00,M,C,14,28.94,405.16,4.2,58.8,5,22-01-2018 09:51,0.588,14,,
36,22-01-2018 00:00,M,C,1.66,32.15,53.37,5.3,8.8,5,22-01-2018 09:51,0.08798,1.66,,
147,22-01-2018 00:00,M,B,0.98,61.2,59.98,10.2,10,1,22-01-2018 09:53,0.09996,0.98,,
90,22-01-2018 00:00,M,C,4.7,33.91,159.38,5.9,27.73,5,22-01-2018 09:53,0.2773,4.7,,
53,22-01-2018 00:00,M,C,17.84,31.86,568.38,5.2,92.77,6,22-01-2018 09:54,0.92768,17.84,,
19,22-01-2018 00:00,M,C,5.76,32.45,186.91,5.4,31.1,6,22-01-2018 09:55,0.31104,5.76,,
38,22-01-2018 00:00,M,C,12.02,27.77,333.8,3.8,45.68,6,22-01-2018 09:56,0.45676,12.02,,
143,22-01-2018 00:00,M,C,1.5,31.28,46.92,5,7.5,6,22-01-2018 09:57,0.075,1.5,,
12,22-01-2018 00:00,M,B,1.7,40.2,68.34,6.7,11.39,1,22-01-2018 09:58,0.1139,1.7,,
25,22-01-2018 00:00,M,C,21.22,31.28,663.76,5,106.1,7,22-01-2018 09:59,1.061,21.22,,
114,22-01-2018 00:00,M,B,14.54,52.8,767.71,8.8,127.95,2,22-01-2018 10:01,1.27952,14.54,,
114,22-01-2018 00:00,M,C,22.62,29.81,674.3,4.5,101.79,7,22-01-2018 10:03,1.0179,22.62,,
10,22-01-2018 00:00,M,C,4.74,30.4,144.1,4.7,22.28,8,22-01-2018 10:04,0.22278,4.74,,
41,22-01-2018 00:00,M,C,0.68,31.28,21.27,5,3.4,8,22-01-2018 10:07,0.034,0.68,,
159,22-01-2018 00:00,M,C,21.16,32.74,692.78,5.5,116.38,8,22-01-2018 10:09,1.1638,21.16,,
78,22-01-2018 00:00,M,C,5.96,30.98,184.64,4.9,29.2,8,22-01-2018 10:10,0.29204,5.96,,
157,22-01-2018 00:00,M,C,4.2,30.4,127.68,4.7,19.74,8,22-01-2018 10:11,0.1974,4.2,,
76,22-01-2018 00:00,M,C,4.22,30.4,128.29,4.7,19.83,8,22-01-2018 10:12,0.19834,4.22,,
5,22-01-2018 00:00,M,B,15.7,43.2,678.24,7.2,113.04,2,22-01-2018 10:14,1.1304,15.7,,
5,22-01-2018 00:00,M,C,6.66,30.4,202.46,4.7,31.3,9,22-01-2018 10:15,0.31302,6.66,,
123,22-01-2018 00:00,M,C,5.7,30.11,171.63,4.6,26.22,9,22-01-2018 10:16,0.2622,5.7,,
16,22-01-2018 00:00,M,C,6.22,33.91,210.92,5.9,36.7,9,22-01-2018 10:17,0.36698,6.22,,
70,22-01-2018 00:00,M,C,3.64,30.11,109.6,4.6,16.74,9,22-01-2018 10:18,0.16744,3.64,,
50,22-01-2018 00:00,M,C,2.84,29.81,84.66,4.5,12.78,9,22-01-2018 10:18,0.1278,2.84,,
1000,22-01-2018 00:00,M,B,64.92,45,2921.4,7.5,486.9,4,22-01-2018 10:19,4.869,64.92,,
1000,22-01-2018 00:00,M,C,344.5,30.98,10672.61,4.9,1688.05,18,22-01-2018 10:20,16.8805,344.5,,
123,22-01-2018 00:00,E,C,7.38,31.57,232.99,5.1,37.64,1,22-01-2018 19:45,0.37638,7.38,,
97,22-01-2018 00:00,E,C,4.32,31.57,136.38,5.1,22.03,1,22-01-2018 19:47,0.22032,4.32,,
38,22-01-2018 00:00,E,C,7.48,32.15,240.48,5.3,39.64,1,22-01-2018 19:48,0.39644,7.48,,
123,22-01-2018 00:00,E,C,1.26,31.86,40.14,5.2,6.55,1,22-01-2018 19:49,0.06552,1.26,,
159,22-01-2018 00:00,E,C,5.34,30.69,163.88,4.8,25.63,1,22-01-2018 19:49,0.25632,5.34,,
67,22-01-2018 00:00,E,C,3.4,29.52,100.37,4.4,14.96,1,22-01-2018 19:50,0.1496,3.4,,
76,22-01-2018 00:00,E,B,3.78,37.8,142.88,6.3,23.81,1,22-01-2018 19:51,0.23814,3.78,,
152,22-01-2018 00:00,E,B,4.7,39.6,186.12,6.6,31.02,1,22-01-2018 20:00,0.3102,4.7,,
10,22-01-2018 00:00,E,C,2.36,31.86,75.19,5.2,12.27,1,22-01-2018 20:01,0.12272,2.36,,
118,22-01-2018 00:00,E,B,4.24,36.6,155.18,6.1,25.86,1,22-01-2018 20:04,0.25864,4.24,,
114,22-01-2018 00:00,E,B,14.94,50.4,752.98,8.4,125.5,1,22-01-2018 20:06,1.25496,14.94,,
114,22-01-2018 00:00,E,C,14.54,32.74,476.04,5.5,79.97,2,22-01-2018 20:07,0.7997,14.54,,
28,22-01-2018 00:00,E,C,7.48,30.98,231.73,4.9,36.65,2,22-01-2018 20:08,0.36652,7.48,,
1,22-01-2018 00:00,E,C,4.48,32.45,145.38,5.4,24.19,2,22-01-2018 20:12,0.24192,4.48,,
20,22-01-2018 00:00,E,C,5.44,30.98,168.53,4.9,26.66,2,22-01-2018 20:14,0.26656,5.44,,
3,22-01-2018 00:00,E,C,2.5,33.91,84.78,5.9,14.75,2,22-01-2018 20:16,0.1475,2.5,,
113,22-01-2018 00:00,E,C,0.96,30.69,29.46,4.8,4.61,2,22-01-2018 20:17,0.04608,0.96,,
45,22-01-2018 00:00,E,C,3.74,29.81,111.49,4.5,16.83,2,22-01-2018 20:23,0.1683,3.74,,
25,22-01-2018 00:00,E,B,8.92,46.2,412.1,7.7,68.68,1,22-01-2018 20:34,0.68684,8.92,,
25,22-01-2018 00:00,E,C,6.72,33.91,227.88,5.9,39.65,2,22-01-2018 20:35,0.39648,6.72,,
70,22-01-2018 00:00,E,C,7.48,33.32,249.23,5.7,42.64,3,22-01-2018 20:37,0.42636,7.48,,
7,22-01-2018 00:00,E,C,2.6,29.23,76,4.3,11.18,3,22-01-2018 20:44,0.1118,2.6,,
42,22-01-2018 00:00,E,C,2.48,32.45,80.48,5.4,13.39,3,22-01-2018 20:45,0.13392,2.48,,
70,22-01-2018 00:00,E,C,1.62,30.11,48.78,4.6,7.45,3,22-01-2018 20:45,0.07452,1.62,,
4,22-01-2018 00:00,E,B,3.88,47.4,183.91,7.9,30.65,2,22-01-2018 20:49,0.30652,3.88,,
4,22-01-2018 00:00,E,C,3.12,30.98,96.66,4.9,15.29,3,22-01-2018 20:50,0.15288,3.12,,
90,22-01-2018 00:00,E,C,6.24,33.32,207.92,5.7,35.57,3,22-01-2018 20:51,0.35568,6.24,,
78,22-01-2018 00:00,E,C,3.62,33.03,119.57,5.6,20.27,3,22-01-2018 20:52,0.20272,3.62,,
5,22-01-2018 00:00,E,B,11.8,49.8,587.64,8.3,97.94,2,22-01-2018 20:57,0.9794,11.8,,
5,22-01-2018 00:00,E,C,7.2,32.45,233.64,5.4,38.88,3,22-01-2018 20:58,0.3888,7.2,,
36,22-01-2018 00:00,E,C,1.42,31.57,44.83,5.1,7.24,3,22-01-2018 20:59,0.07242,1.42,,
41,22-01-2018 00:00,E,C,1.26,30.98,39.03,4.9,6.17,3,22-01-2018 21:00,0.06174,1.26,,
50,22-01-2018 00:00,E,B,0.84,37.2,31.25,6.2,5.21,2,22-01-2018 21:01,0.05208,0.84,,
101,22-01-2018 00:00,E,B,1.62,36,58.32,6,9.72,2,22-01-2018 21:02,0.0972,1.62,,
2,22-01-2018 00:00,E,C,12.48,29.52,368.41,4.4,54.91,4,22-01-2018 21:06,0.54912,12.48,,
19,22-01-2018 00:00,E,C,4.3,31.57,135.75,5.1,21.93,4,22-01-2018 21:08,0.2193,4.3,,
157,22-01-2018 00:00,E,C,2.96,31.86,94.31,5.2,15.39,4,22-01-2018 21:09,0.15392,2.96,,
9,22-01-2018 00:00,E,B,2.64,42.6,112.46,7.1,18.74,2,22-01-2018 21:10,0.18744,2.64,,
9,22-01-2018 00:00,E,C,2.32,29.23,67.81,4.3,9.98,4,22-01-2018 21:11,0.09976,2.32,,
23,22-01-2018 00:00,E,C,10.4,31.28,325.31,5,52,4,22-01-2018 21:13,0.52,10.4,,
144,22-01-2018 00:00,E,B,7.56,37.2,281.23,6.2,46.87,2,22-01-2018 21:14,0.46872,7.56,,
146,22-01-2018 00:00,E,C,8.88,31.86,282.92,5.2,46.18,4,22-01-2018 21:15,0.46176,8.88,,
125,22-01-2018 00:00,E,C,10.88,29.23,318.02,4.3,46.78,5,22-01-2018 21:16,0.46784,10.88,,
12,22-01-2018 00:00,E,B,1.22,43.8,53.44,7.3,8.91,2,22-01-2018 21:17,0.08906,1.22,,
80,22-01-2018 00:00,E,C,1.36,32.15,43.72,5.3,7.21,5,22-01-2018 21:19,0.07208,1.36,,
1000,22-01-2018 00:00,E,C,170.02,31.57,5367.53,5.1,867.1,9,22-01-2018 21:21,8.67102,170.02,,
1000,22-01-2018 00:00,E,B,67.14,45,3021.3,7.5,503.55,4,22-01-2018 21:21,5.0355,67.14,,
118,23-01-2018 00:00,M,C,4.4,33.91,149.2,5.9,25.96,1,23-01-2018 08:44,0.2596,4.4,,
113,23-01-2018 00:00,M,C,0.98,28.35,27.78,4,3.92,1,23-01-2018 08:44,0.0392,0.98,,
126,23-01-2018 00:00,M,C,2.34,31.57,73.87,5.1,11.93,1,23-01-2018 08:45,0.11934,2.34,,
3,23-01-2018 00:00,M,C,2.06,32.15,66.23,5.3,10.92,1,23-01-2018 08:55,0.10918,2.06,,
27,23-01-2018 00:00,M,C,7.58,29.52,223.76,4.4,33.35,1,23-01-2018 09:00,0.33352,7.58,,
1,23-01-2018 00:00,M,C,5.2,32.15,167.18,5.3,27.56,1,23-01-2018 09:05,0.2756,5.2,,
101,23-01-2018 00:00,M,C,1.66,32.74,54.35,5.5,9.13,1,23-01-2018 09:06,0.0913,1.66,,
143,23-01-2018 00:00,M,C,1.5,31.57,47.36,5.1,7.65,1,23-01-2018 09:12,0.0765,1.5,,
61,23-01-2018 00:00,M,B,3,50.4,151.2,8.4,25.2,1,23-01-2018 09:15,0.252,3,,
57,23-01-2018 00:00,M,C,3.76,29.52,111,4.4,16.54,1,23-01-2018 09:16,0.16544,3.76,,
154,23-01-2018 00:00,M,B,1.26,37.8,47.63,6.3,7.94,1,23-01-2018 09:22,0.07938,1.26,,
28,23-01-2018 00:00,M,C,10.78,30.69,330.84,4.8,51.74,2,23-01-2018 09:23,0.51744,10.78,,
28,23-01-2018 00:00,M,C,7.44,31.28,232.72,5,37.2,2,23-01-2018 09:24,0.372,7.44,,
158,23-01-2018 00:00,M,C,6.54,33.03,216.02,5.6,36.62,2,23-01-2018 09:26,0.36624,6.54,,
97,23-01-2018 00:00,M,C,8.96,31.57,282.87,5.1,45.7,2,23-01-2018 09:26,0.45696,8.96,,
50,23-01-2018 00:00,M,C,3.5,32.15,112.53,5.3,18.55,2,23-01-2018 09:28,0.1855,3.5,,
36,23-01-2018 00:00,M,C,1.42,31.28,44.42,5,7.1,2,23-01-2018 09:29,0.071,1.42,,
7,23-01-2018 00:00,M,C,6.76,29.52,199.56,4.4,29.74,2,23-01-2018 09:30,0.29744,6.76,,
114,23-01-2018 00:00,M,B,14.6,48,700.8,8,116.8,1,23-01-2018 09:32,1.168,14.6,,
114,23-01-2018 00:00,M,C,20.76,29.81,618.86,4.5,93.42,3,23-01-2018 09:33,0.9342,20.76,,
157,23-01-2018 00:00,M,C,3.7,30.98,114.63,4.9,18.13,3,23-01-2018 09:34,0.1813,3.7,,
42,23-01-2018 00:00,M,C,2.8,32.15,90.02,5.3,14.84,3,23-01-2018 09:35,0.1484,2.8,,
23,23-01-2018 00:00,M,C,9.7,30.98,300.51,4.9,47.53,3,23-01-2018 09:37,0.4753,9.7,,
12,23-01-2018 00:00,M,B,1.54,39.6,60.98,6.6,10.16,1,23-01-2018 09:38,0.10164,1.54,,
55,23-01-2018 00:00,M,B,2,45.6,91.2,7.6,15.2,1,23-01-2018 09:39,0.152,2,,
147,23-01-2018 00:00,M,B,0.86,61.2,52.63,10.2,8.77,1,23-01-2018 09:40,0.08772,0.86,,
70,23-01-2018 00:00,M,C,9.58,30.98,296.79,4.9,46.94,4,23-01-2018 09:41,0.46942,9.58,,
39,23-01-2018 00:00,M,C,22.06,32.15,709.23,5.3,116.92,4,23-01-2018 09:42,1.16918,22.06,,
53,23-01-2018 00:00,M,C,14.94,33.03,493.47,5.6,83.66,4,23-01-2018 09:43,0.83664,14.94,,
41,23-01-2018 00:00,M,B,1.18,52.2,61.6,8.7,10.27,1,23-01-2018 09:44,0.10266,1.18,,
2,23-01-2018 00:00,M,C,12.78,30.11,384.81,4.6,58.79,5,23-01-2018 09:45,0.58788,12.78,,
45,23-01-2018 00:00,M,C,3.6,29.81,107.32,4.5,16.2,5,23-01-2018 09:46,0.162,3.6,,
10,23-01-2018 00:00,M,C,4.58,30.98,141.89,4.9,22.44,5,23-01-2018 09:49,0.22442,4.58,,
20,23-01-2018 00:00,M,C,5.18,30.11,155.97,4.6,23.83,5,23-01-2018 09:50,0.23828,5.18,,
152,23-01-2018 00:00,M,C,12.96,31.86,412.91,5.2,67.39,5,23-01-2018 09:51,0.67392,12.96,,
125,23-01-2018 00:00,M,C,13.8,28.94,399.37,4.2,57.96,6,23-01-2018 09:53,0.5796,13.8,,
146,23-01-2018 00:00,M,C,10.24,30.69,314.27,4.8,49.15,6,23-01-2018 09:54,0.49152,10.24,,
25,23-01-2018 00:00,M,B,9.14,42.6,389.36,7.1,64.89,1,23-01-2018 09:54,0.64894,9.14,,
25,23-01-2018 00:00,M,C,20.36,31.28,636.86,5,101.8,7,23-01-2018 09:55,1.018,20.36,,
90,23-01-2018 00:00,M,C,4.14,32.74,135.54,5.5,22.77,7,23-01-2018 09:56,0.2277,4.14,,
9,23-01-2018 00:00,M,B,2.94,39.6,116.42,6.6,19.4,1,23-01-2018 09:57,0.19404,2.94,,
